perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos;alvo_sintetico
limpo;71995791000185;71995791;BA;3889457;soja;0.0;0.0;0;0.0;False;False;394;21779.34;01;2054;02;False;0113000;True;1;1;1;0;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
passivo_ambiental_auto;84341916000103;84341916;MT;3486350;soja;0.0;0.0;0;0.0;False;False;287;76872.21;01;2240;02;False;0121101;True;1;5;0;0;0;9;57493.32;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;53394568000109;53394568;RS;5323473;soja;0.0;0.0;0;0.0;False;False;174;18726.09;03;2054;02;False;0116401;True;1;4;2;2;0;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
passivo_ambiental_auto;89004738000130;89004738;MT;1342092;soja;0.0;0.0;0;0.0;False;False;274;1210601.6;05;2062;02;False;0111301;True;0;7;1;1;0;1;41044.45;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;83914229000169;83914229;PA;3572518;soja;0.0;0.0;0;0.0;False;False;404;128779.98;01;2135;02;False;0210101;True;1;1;2;0;1;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;6;20454.6;281;3;0
limpo;41088021000198;41088021;TO;2599733;soja;0.0;0.0;0;0.0;False;False;499;16128.98;05;2135;02;False;0151201;True;0;2;1;1;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
divida_ativa;45608258000103;45608258;MA;1849363;soja;1430513.95;309720.75;2;708362.49;False;True;416;62332.92;01;2240;02;False;0311601;True;0;2;0;0;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
passivo_ambiental_auto;98067926000107;98067926;MA;2547930;soja;0.0;0.0;0;0.0;False;False;433;2466692.42;03;4014;02;False;0115600;True;0;2;0;0;0;1;2372.79;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;49188633000164;49188633;GO;3838683;soja;0.0;0.0;0;0.0;False;False;343;111647.44;01;2062;02;False;0116401;True;0;2;0;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;22907499000158;22907499;TO;4589069;soja;0.0;0.0;0;0.0;False;False;397;729136.01;01;2062;02;False;0210101;True;1;2;2;2;0;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;6;10917.32;141;3;1
limpo;12177526000120;12177526;PA;3572518;soja;0.0;0.0;0;0.0;False;False;539;186619.04;05;2062;02;False;0151201;True;0;3;1;1;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
situacao_irregular;20077458000156;20077458;GO;2856025;soja;0.0;0.0;0;0.0;False;False;444;238277.17;05;2062;08;True;0115600;True;1;8;2;1;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
limpo;87523534000180;87523534;MS;2167433;soja;0.0;0.0;0;0.0;False;False;55;354375.94;01;2135;02;False;0111301;True;1;4;2;1;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
limpo;98837319000170;98837319;GO;3763424;soja;0.0;0.0;0;0.0;False;False;177;585974.47;05;2054;02;False;0151201;True;1;1;2;0;1;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
situacao_irregular;72618567000137;72618567;PR;4542087;soja;0.0;0.0;0;0.0;False;False;373;177797.99;03;2054;08;True;0311601;True;0;4;1;0;0;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
passivo_ambiental_embargo;55732425000187;55732425;MT;1342092;soja;0.0;0.0;0;0.0;False;False;378;238563.01;01;2135;02;False;0133403;True;0;2;1;1;0;11;17283.59;True;1172.2;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;59252313000180;59252313;TO;1628136;soja;3253.51;2794.83;5;-686.54;True;False;393;272318.47;05;2054;02;False;0113000;True;0;8;0;0;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;6;89662.65;6;3;0
limpo;90464207000100;90464207;BA;1993507;soja;1439.38;771.94;1;111.36;True;False;119;2873352.84;05;2135;02;False;0113000;True;0;3;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;11767776000158;11767776;MT;3047606;soja;0.0;0.0;0;0.0;False;False;310;2568714.43;01;2062;02;False;0151201;True;0;5;0;0;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
limpo;23660659000170;23660659;PR;4374686;soja;0.0;0.0;0;0.0;False;False;327;989995.96;03;2135;02;False;0113000;True;1;3;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
divida_ativa;99242012000190;99242012;PR;4168991;soja;3737661.67;153000.68;8;446099.94;True;False;23;230638.43;03;2062;02;False;0311601;True;0;6;1;0;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;1
passivo_ambiental_auto;26944674000138;26944674;MT;4872493;soja;0.0;0.0;0;0.0;False;False;274;128815.31;03;2054;02;False;0220901;True;0;8;2;1;0;13;27670.6;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;0
limpo;91905450000189;91905450;PA;3572518;soja;0.0;0.0;0;0.0;False;False;31;124486.63;05;2135;02;False;0133403;True;0;2;1;0;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
limpo;69677601000130;69677601;GO;3763424;soja;0.0;0.0;0;0.0;False;False;20;87941.97;03;2240;02;False;0133403;True;1;5;0;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
limpo;47347070000184;47347070;TO;2395181;soja;0.0;0.0;0;0.0;False;False;446;847178.23;05;2062;02;False;0151201;True;0;3;0;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;60635273000134;60635273;MA;1849363;soja;0.0;0.0;0;0.0;False;False;469;193179.99;01;2062;02;False;0121101;True;0;8;1;1;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;19276071000140;19276071;BA;1993507;soja;0.0;0.0;0;0.0;False;False;26;28902.9;05;2240;02;False;0116401;True;0;7;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;63387741000197;63387741;SP;1144522;soja;0.0;0.0;0;0.0;False;False;15;11009.34;01;2135;02;False;0151201;True;0;5;1;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
divida_ativa;51314124000182;51314124;BA;3797806;soja;26462.35;24935.39;7;4770.69;True;True;475;69990.47;01;2054;02;False;0113000;True;1;7;1;0;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;42099757000124;42099757;MT;4091416;soja;0.0;0.0;0;0.0;False;False;304;19133243.77;03;2135;02;False;0116401;True;1;6;2;2;0;0;0.0;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;0
limpo;12718687000184;12718687;BA;1287110;soja;0.0;0.0;0;0.0;False;False;98;79858.26;03;2135;02;False;0311601;True;0;3;1;0;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
limpo;33734184000172;33734184;BA;3797806;soja;0.0;0.0;0;0.0;False;False;397;244530.74;05;2135;02;False;0133403;True;1;1;0;0;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
passivo_ambiental_auto;14431462000178;14431462;GO;2092240;soja;0.0;0.0;0;0.0;False;False;52;62180.62;03;2062;02;False;0113000;True;0;7;0;0;0;14;2432652.51;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;1
limpo;87370376000176;87370376;MT;1342092;soja;0.0;0.0;0;0.0;False;False;504;322988.17;01;2062;02;False;0113000;True;0;6;1;1;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
passivo_ambiental_auto;60542762000141;60542762;MT;4952487;soja;0.0;0.0;0;0.0;False;False;383;254041.51;03;4014;02;False;0151201;True;0;8;2;2;0;5;114094.58;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;41451618000155;41451618;SP;4469177;soja;0.0;0.0;0;0.0;False;False;553;841355.5;01;2240;02;False;0210101;True;0;8;2;2;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;25873894000155;25873894;RS;5323473;soja;0.0;0.0;0;0.0;False;False;112;2148388.14;03;2054;02;False;0121101;True;0;6;1;0;0;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
limpo;66115154000137;66115154;RS;1296511;soja;0.0;0.0;0;0.0;False;False;334;46051.68;03;4014;02;False;0115600;True;0;2;2;2;0;3;207999.1;False;0.0;;;;;;;;;;;;;;;;;0
limpo;83429776000159;83429776;PI;4630374;soja;0.0;0.0;0;0.0;False;False;443;588768.8;01;2240;02;False;0116401;True;0;4;1;1;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;28530031000173;28530031;MT;1342092;soja;0.0;0.0;0;0.0;False;False;430;270884.39;01;2240;02;False;0113000;True;0;4;2;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;55184673000130;55184673;RS;2897684;soja;0.0;0.0;0;0.0;False;False;255;1612840.26;05;2062;02;False;0116401;True;0;7;2;1;1;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;74256437000127;74256437;SP;4469177;soja;0.0;0.0;0;0.0;False;False;212;365194.34;03;4014;02;False;0111301;True;1;6;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;0;0.0;;0;0
limpo;14071341000162;14071341;MG;2246509;soja;0.0;0.0;0;0.0;False;False;194;21782.85;03;2054;02;False;0116401;True;1;6;0;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;47533969000191;47533969;TO;2782512;soja;0.0;0.0;0;0.0;False;False;407;52040.91;05;2054;02;False;0121101;True;0;8;0;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;32103878000149;32103878;MT;1342092;soja;0.0;0.0;0;0.0;False;False;28;3327410.9;03;2054;02;False;0113000;True;0;7;1;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
situacao_irregular;24744772000104;24744772;MA;1849363;soja;0.0;0.0;0;0.0;False;False;433;134678.72;01;2240;03;True;0115600;True;0;4;1;1;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;24797107000170;24797107;PR;4542087;soja;0.0;0.0;0;0.0;False;False;156;56497.62;01;2240;02;False;0133403;True;0;1;2;1;1;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
limpo;28379820000155;28379820;RS;4372021;soja;0.0;0.0;0;0.0;False;False;30;396944.08;05;2135;02;False;0111301;True;0;3;1;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
divida_ativa;86153263000156;86153263;TO;2782512;soja;546736.29;392429.67;7;49528.91;False;True;410;431329.0;05;2135;02;False;0220901;True;0;1;1;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;16578058000157;16578058;TO;2782512;soja;0.0;0.0;0;0.0;False;False;135;2267056.39;03;2240;02;False;0220901;True;0;4;2;1;1;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;78385115000139;78385115;MS;2167433;soja;0.0;0.0;0;0.0;False;False;93;98287.14;03;2240;02;False;0311601;True;1;7;2;2;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;1
situacao_irregular;47571801000170;47571801;MT;4091416;soja;0.0;0.0;0;0.0;False;False;101;30954.05;05;2135;08;True;0210101;True;0;1;0;0;0;0;0.0;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;1
limpo;24726965000124;24726965;MT;4872493;soja;0.0;0.0;0;0.0;False;False;67;100659.59;05;4014;02;False;0311601;True;0;1;2;1;1;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;0
limpo;46499069000102;46499069;MA;2547930;soja;0.0;0.0;0;0.0;False;False;224;154507.75;03;2135;02;False;0220901;True;0;2;1;1;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;77872004000194;77872004;BA;3797806;soja;2598404.4;825671.99;5;150455.27;False;False;274;248881.3;01;2062;02;False;0311601;True;0;8;2;2;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;84994765000184;84994765;GO;3838683;soja;0.0;0.0;0;0.0;False;False;380;27539.23;05;2054;02;False;0111301;True;0;8;2;1;1;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;2;25844.57;596;1;0
limpo;73953458000139;73953458;SP;1144522;soja;0.0;0.0;0;0.0;False;False;218;64149.47;05;4014;02;False;0111301;True;0;7;0;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;43140200000152;43140200;TO;2782512;soja;0.0;0.0;0;0.0;False;False;527;505568.84;01;2240;02;False;0113000;True;0;3;0;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;85102612000148;85102612;TO;4589069;soja;229589.03;111322.53;4;-68086.84;False;True;161;3239.11;05;2240;02;False;0116401;True;0;8;2;0;1;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;96885711000160;96885711;MT;3486350;soja;0.0;0.0;0;0.0;False;False;68;297835.69;05;2240;02;False;0151201;True;0;4;2;0;1;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;85739453000197;85739453;MA;1813278;soja;0.0;0.0;0;0.0;False;False;235;419762.04;05;2135;02;False;0133403;True;1;8;2;1;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;52820746000145;52820746;BA;3889457;soja;0.0;0.0;0;0.0;False;False;7;204538.31;03;2062;02;False;0113000;True;0;3;2;2;1;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
limpo;75613654000190;75613654;GO;2631798;soja;0.0;0.0;0;0.0;False;False;463;92600.69;03;2062;02;False;0311601;True;1;7;0;0;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
limpo;94677537000134;94677537;PA;3572518;soja;0.0;0.0;0;0.0;False;False;414;32412.53;03;2062;02;False;0311601;True;0;7;2;2;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
limpo;92542998000174;92542998;MG;2246509;soja;0.0;0.0;0;0.0;False;False;394;599250.82;05;2240;02;False;0116401;True;1;4;1;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;44678200000173;44678200;MT;1342092;soja;0.0;0.0;0;0.0;False;False;297;44151.33;01;2062;02;False;0210101;True;0;2;0;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;22909427000140;22909427;MT;4872493;soja;54045.5;1660.82;1;-10396.18;True;False;219;30410.88;03;4014;02;False;0133403;True;1;4;0;0;0;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;1
limpo;37785216000110;37785216;GO;2631798;soja;0.0;0.0;0;0.0;False;False;418;7286.47;03;4014;02;False;0111301;True;1;7;2;0;1;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
passivo_ambiental_auto;42220998000180;42220998;MS;2167433;soja;0.0;0.0;0;0.0;False;False;512;52363.58;03;2054;02;False;0210101;True;0;3;0;0;0;4;2854.25;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;2;10440.48;881;1;0
limpo;48936328000140;48936328;GO;2856025;soja;123581.63;83454.83;3;-35018.97;True;True;317;71342.87;01;2240;02;False;0111301;True;0;6;2;1;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
passivo_ambiental_auto;63773579000145;63773579;GO;2856025;soja;0.0;0.0;0;0.0;False;False;208;36341.6;01;2240;02;False;0121101;True;1;4;0;0;0;12;8830.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;6;149598.87;208;1;1
limpo;15062191000193;15062191;MA;2547930;soja;0.0;0.0;0;0.0;False;False;460;8649.76;03;4014;02;False;0115600;True;0;4;2;1;1;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
situacao_irregular;90548980000154;90548980;MA;1849363;soja;0.0;0.0;0;0.0;False;False;231;120217.55;05;2054;03;True;0121101;True;0;4;2;1;1;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;21052484000192;21052484;TO;1628136;soja;0.0;0.0;0;0.0;False;False;316;380970.68;03;2054;02;False;0115600;True;1;4;2;0;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;;;;;0
divida_ativa;38466364000134;38466364;MT;5020745;soja;1060.55;914.21;7;103.67;True;True;521;138735.2;05;4014;02;False;0111301;True;0;3;2;2;1;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
passivo_ambiental_embargo;57778592000194;57778592;RS;1296511;soja;0.0;0.0;0;0.0;False;False;496;493452.3;05;2062;02;False;0220901;True;0;7;2;0;0;2;26162.94;True;1636.52;;;;;;;;;;;;;;;;;0
limpo;21781845000131;21781845;GO;3763424;soja;0.0;0.0;0;0.0;False;False;182;382393.46;05;2135;02;False;0113000;True;0;7;2;1;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
limpo;96380028000170;96380028;TO;4589069;soja;0.0;0.0;0;0.0;False;False;556;192743.98;03;4014;02;False;0311601;True;0;6;1;0;0;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;72391538000185;72391538;TO;2625906;soja;0.0;0.0;0;0.0;False;False;31;177464.56;05;2135;02;False;0220901;True;0;1;2;1;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
limpo;69165422000113;69165422;GO;2631798;soja;0.0;0.0;0;0.0;False;False;198;2603.39;01;4014;02;False;0210101;True;1;6;1;0;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
passivo_ambiental_auto;51388702000125;51388702;PR;4374686;soja;0.0;0.0;0;0.0;False;False;50;23229.84;01;4014;02;False;0113000;True;0;3;0;0;0;1;10428.8;False;0.0;;;;;;;;;;;;;;;;;0
limpo;72150261000107;72150261;GO;2856025;soja;0.0;0.0;0;0.0;False;False;206;133877.22;01;2062;02;False;0111301;True;0;3;2;1;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;0;0.0;;0;0
passivo_ambiental_auto;14849141000198;14849141;PI;4630374;soja;0.0;0.0;0;0.0;False;False;358;366391.45;01;2135;02;False;0121101;True;0;2;0;0;0;10;249438.4;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;15616707000102;15616707;TO;2395181;soja;188763.73;148273.22;7;41710.48;False;True;468;12634431.71;03;2135;02;False;0133403;True;2;5;2;0;1;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;96167913000176;96167913;TO;4589069;soja;0.0;0.0;0;0.0;False;False;423;29494.04;03;2062;02;False;0121101;True;0;8;2;0;1;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
situacao_irregular;39376208000145;39376208;PI;1498259;soja;0.0;0.0;0;0.0;False;False;555;4280.1;05;2054;04;True;0210101;True;1;4;1;1;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
divida_ativa;40687661000151;40687661;MT;3047606;soja;3936.23;3364.2;8;-501.21;False;False;536;4108.51;03;2135;02;False;0113000;True;0;8;1;1;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
situacao_irregular;91731591000122;91731591;MA;1813278;soja;0.0;0.0;0;0.0;False;False;229;39448.69;03;2135;04;True;0121101;True;4;6;2;2;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;17995804000170;17995804;TO;5373788;soja;0.0;0.0;0;0.0;False;False;480;18198.99;01;2062;02;False;0115600;True;0;5;2;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;40504538000158;40504538;TO;4589069;soja;0.0;0.0;0;0.0;False;False;282;10516.15;05;2062;02;False;0116401;True;0;1;0;0;0;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;57132448000186;57132448;GO;2092240;soja;0.0;0.0;0;0.0;False;False;313;7200.57;03;2062;02;False;0113000;True;2;2;0;0;0;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;0
limpo;18687938000197;18687938;MT;4872493;soja;0.0;0.0;0;0.0;False;False;244;749348.97;05;2240;02;False;0116401;True;0;2;1;0;0;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;0
limpo;46879169000164;46879169;MT;5020745;soja;0.0;0.0;0;0.0;False;False;276;10653.87;01;4014;02;False;0121101;True;1;7;1;0;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
limpo;76559938000108;76559938;MA;2547930;soja;0.0;0.0;0;0.0;False;False;356;739713.89;03;2062;02;False;0311601;True;1;2;2;2;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;50860764000125;50860764;TO;2599733;soja;0.0;0.0;0;0.0;False;False;38;118879.72;03;2135;02;False;0133403;True;0;2;2;1;1;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
limpo;22813544000105;22813544;RS;5323473;soja;0.0;0.0;0;0.0;False;False;389;3431994.08;05;2135;02;False;0121101;True;0;2;0;0;0;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
limpo;44566241000178;44566241;MT;3486350;soja;0.0;0.0;0;0.0;False;False;66;90135.68;03;4014;02;False;0116401;True;0;7;2;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
situacao_irregular;90223665000157;90223665;RS;2897684;soja;0.0;0.0;0;0.0;False;False;39;88234.79;05;4014;04;True;0113000;True;1;3;1;1;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
